Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscription Type,Zip Code 
7208,93764,8/31/2013 16:26,Powell at Post (Union Square),71,9/1/2013 18:29,Market at 4th,76,540,Customer,
7044,167968,8/31/2013 14:43,Clay at Battery,41,9/2/2013 13:22,Clay at Battery,41,517,Customer,94102
7442,1508,9/1/2013 0:11,Mechanics Plaza (Market at Battery),75,9/1/2013 0:36,Beale at Market,56,506,Customer,55405
7443,1513,9/1/2013 0:12,Mechanics Plaza (Market at Battery),75,9/1/2013 0:37,Beale at Market,56,334,Customer,55405
7444,1345,9/1/2013 0:19,South Van Ness at Market,66,9/1/2013 0:41,Harry Bridges Plaza (Ferry Building),50,464,Customer,
7445,931,9/1/2013 0:21,Mechanics Plaza (Market at Battery),75,9/1/2013 0:36,Mechanics Plaza (Market at Battery),75,422,Customer,
7446,159,9/1/2013 0:23,Broadway at Main,25,9/1/2013 0:25,Franklin at Maple,21,239,Subscriber,94063
7447,1033,9/1/2013 0:24,South Van Ness at Market,66,9/1/2013 0:42,Harry Bridges Plaza (Ferry Building),50,503,Customer,94928
7448,323,9/1/2013 0:29,San Francisco Caltrain 2 (330 Townsend),69,9/1/2013 0:35,San Francisco Caltrain 2 (330 Townsend),69,544,Subscriber,94114
7449,825,9/1/2013 0:38,Beale at Market,56,9/1/2013 0:52,Harry Bridges Plaza (Ferry Building),50,625,Customer,55405
7450,819,9/1/2013 0:38,Beale at Market,56,9/1/2013 0:52,Harry Bridges Plaza (Ferry Building),50,334,Customer,55405
7452,759,9/1/2013 0:54,Harry Bridges Plaza (Ferry Building),50,9/1/2013 1:06,Mechanics Plaza (Market at Battery),75,625,Customer,55405
7454,238,9/1/2013 1:01,Post at Kearney,47,9/1/2013 1:05,Grant Avenue at Columbus Avenue,73,505,Subscriber,94109
7457,175,9/1/2013 1:09,Mechanics Plaza (Market at Battery),75,9/1/2013 1:12,Mechanics Plaza (Market at Battery),75,402,Customer,
7458,447,9/1/2013 2:01,Market at 10th,67,9/1/2013 2:08,Market at Sansome,77,510,Subscriber,94556
7459,1124,9/1/2013 2:04,Harry Bridges Plaza (Ferry Building),50,9/1/2013 2:23,South Van Ness at Market,66,629,Customer,
7460,1259,9/1/2013 2:04,Harry Bridges Plaza (Ferry Building),50,9/1/2013 2:25,South Van Ness at Market,66,503,Customer,94928
7461,194,9/1/2013 2:09,Market at Sansome,77,9/1/2013 2:12,Harry Bridges Plaza (Ferry Building),50,338,Subscriber,94556
7463,609,9/1/2013 2:19,Mechanics Plaza (Market at Battery),75,9/1/2013 2:29,Market at 10th,67,541,Subscriber,94556
7465,87,9/1/2013 2:27,South Van Ness at Market,66,9/1/2013 2:29,South Van Ness at Market,66,503,Customer,94928
7466,39751,9/1/2013 4:06,MLK Library,11,9/1/2013 15:08,San Jose City Hall,10,30,Customer,95035
7467,783,9/1/2013 5:24,Powell at Post (Union Square),71,9/1/2013 5:37,Davis at Jackson,42,416,Customer,94111
7468,804,9/1/2013 5:46,San Francisco Caltrain 2 (330 Townsend),69,9/1/2013 6:00,Beale at Market,56,398,Customer,94597
7469,509,9/1/2013 6:33,Market at Sansome,77,9/1/2013 6:41,Grant Avenue at Columbus Avenue,73,514,Customer,33040
7470,3440,9/1/2013 7:01,Embarcadero at Vallejo,48,9/1/2013 7:58,South Van Ness at Market,66,537,Customer,34209
7472,388,9/1/2013 7:29,Market at 4th,76,9/1/2013 7:35,Yerba Buena Center of the Arts (3rd @ Howard),68,610,Customer,94102
7473,1701,9/1/2013 7:31,Mechanics Plaza (Market at Battery),75,9/1/2013 7:59,Embarcadero at Bryant,54,271,Customer,80301
7474,1240,9/1/2013 7:32,Civic Center BART (7th at Market),72,9/1/2013 7:52,Embarcadero at Sansome,60,483,Customer,92832
7476,1506,9/1/2013 8:00,Embarcadero at Bryant,54,9/1/2013 8:25,Harry Bridges Plaza (Ferry Building),50,271,Customer,80301
7477,256,9/1/2013 8:01,Powell Street BART,39,9/1/2013 8:05,Powell at Post (Union Square),71,354,Subscriber,94110
7478,2377,9/1/2013 8:05,Market at 10th,67,9/1/2013 8:45,Embarcadero at Vallejo,48,597,Customer,34209
7479,812,9/1/2013 8:17,Temporary Transbay Terminal (Howard at Beale),55,9/1/2013 8:30,Powell at Post (Union Square),71,568,Customer,94109
7480,1186,9/1/2013 8:20,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 8:39,Market at 10th,67,610,Customer,91326
7481,82,9/1/2013 8:22,Powell at Post (Union Square),71,9/1/2013 8:23,Powell at Post (Union Square),71,376,Customer,
7482,111,9/1/2013 8:22,Powell at Post (Union Square),71,9/1/2013 8:24,Powell at Post (Union Square),71,354,Customer,
7483,1056,9/1/2013 8:27,Powell at Post (Union Square),71,9/1/2013 8:45,Harry Bridges Plaza (Ferry Building),50,376,Customer,
7484,894,9/1/2013 8:30,Powell at Post (Union Square),71,9/1/2013 8:45,Harry Bridges Plaza (Ferry Building),50,354,Customer,
7485,893,9/1/2013 8:30,Powell at Post (Union Square),71,9/1/2013 8:45,Harry Bridges Plaza (Ferry Building),50,523,Customer,
7486,810,9/1/2013 8:46,Harry Bridges Plaza (Ferry Building),50,9/1/2013 8:59,Embarcadero at Vallejo,48,271,Customer,
7487,783,9/1/2013 8:46,Harry Bridges Plaza (Ferry Building),50,9/1/2013 8:59,Embarcadero at Vallejo,48,354,Customer,
7488,842,9/1/2013 8:46,Rengstorff Avenue / California Street,33,9/1/2013 9:00,Mountain View Caltrain Station,28,84,Subscriber,94040
7489,716,9/1/2013 8:47,Harry Bridges Plaza (Ferry Building),50,9/1/2013 8:59,Embarcadero at Vallejo,48,376,Customer,
7490,512,9/1/2013 8:50,Powell Street BART,39,9/1/2013 8:58,Civic Center BART (7th at Market),72,311,Customer,94109
7491,770,9/1/2013 8:52,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 9:05,Harry Bridges Plaza (Ferry Building),50,415,Customer,60622
7492,774,9/1/2013 8:52,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 9:05,Harry Bridges Plaza (Ferry Building),50,441,Customer,60622
7493,1327,9/1/2013 8:52,Civic Center BART (7th at Market),72,9/1/2013 9:14,Embarcadero at Sansome,60,277,Customer,91326
7494,2469,9/1/2013 8:59,Steuart at Market,74,9/1/2013 9:41,San Francisco Caltrain 2 (330 Townsend),69,581,Customer,94107
7495,32994,9/1/2013 9:15,Steuart at Market,74,9/1/2013 18:25,Harry Bridges Plaza (Ferry Building),50,409,Customer,
7496,1636,9/1/2013 9:16,Embarcadero at Sansome,60,9/1/2013 9:43,Commercial at Montgomery,45,555,Customer,91326
7497,32987,9/1/2013 9:16,Steuart at Market,74,9/1/2013 18:26,Harry Bridges Plaza (Ferry Building),50,372,Customer,
7498,616,9/1/2013 9:26,Howard at 2nd,63,9/1/2013 9:36,Washington at Kearney,46,614,Customer,85295
7499,27829,9/1/2013 9:26,Powell Street BART,39,9/1/2013 17:10,Powell Street BART,39,394,Customer,
7500,572,9/1/2013 9:26,Howard at 2nd,63,9/1/2013 9:36,Washington at Kearney,46,550,Customer,85295
7501,27647,9/1/2013 9:29,Powell Street BART,39,9/1/2013 17:10,Powell Street BART,39,466,Customer,
7503,27660,9/1/2013 9:32,Powell Street BART,39,9/1/2013 17:13,Powell Street BART,39,473,Customer,1708
7505,1830,9/1/2013 9:33,Powell Street BART,39,9/1/2013 10:03,Golden Gate at Polk,59,563,Customer,80204
7507,369,9/1/2013 9:37,Washington at Kearney,46,9/1/2013 9:43,Market at Sansome,77,550,Subscriber,94133
7508,867,9/1/2013 9:38,Mountain View Caltrain Station,28,9/1/2013 9:52,Rengstorff Avenue / California Street,33,11,Subscriber,94040
7509,839,9/1/2013 9:40,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 9:54,Steuart at Market,74,374,Customer,94610
7510,467,9/1/2013 9:45,Market at 10th,67,9/1/2013 9:52,Powell Street BART,39,541,Customer,1135
7511,442,9/1/2013 9:45,Market at 10th,67,9/1/2013 9:53,Powell Street BART,39,610,Customer,1135
7512,853,9/1/2013 9:45,Commercial at Montgomery,45,9/1/2013 10:00,Yerba Buena Center of the Arts (3rd @ Howard),68,555,Customer,91326
7513,1720,9/1/2013 9:46,Spear at Folsom,49,9/1/2013 10:15,Davis at Jackson,42,425,Customer,94105
7514,1704,9/1/2013 9:47,Spear at Folsom,49,9/1/2013 10:16,Davis at Jackson,42,587,Customer,94105
7516,1886,9/1/2013 9:51,San Francisco City Hall,58,9/1/2013 10:23,Grant Avenue at Columbus Avenue,73,283,Subscriber,94117
7517,1803,9/1/2013 9:51,San Francisco City Hall,58,9/1/2013 10:22,Grant Avenue at Columbus Avenue,73,508,Subscriber,94117
7519,297,9/1/2013 9:54,2nd at Townsend,61,9/1/2013 9:59,2nd at Folsom,62,417,Customer,92037
7520,723,9/1/2013 9:55,Harry Bridges Plaza (Ferry Building),50,9/1/2013 10:07,5th at Howard,57,523,Customer,94510
7521,17781,9/1/2013 9:56,Powell at Post (Union Square),71,9/1/2013 14:52,Embarcadero at Sansome,60,568,Customer,
7522,525,9/1/2013 9:57,Commercial at Montgomery,45,9/1/2013 10:05,Embarcadero at Folsom,51,548,Subscriber,94105
7524,784,9/1/2013 9:57,Davis at Jackson,42,9/1/2013 10:10,Embarcadero at Sansome,60,416,Customer,94109
7526,1474,9/1/2013 10:12,5th at Howard,57,9/1/2013 10:36,Grant Avenue at Columbus Avenue,73,570,Customer,16801
7528,495,9/1/2013 10:14,Powell at Post (Union Square),71,9/1/2013 10:22,Harry Bridges Plaza (Ferry Building),50,567,Subscriber,94109
7529,32933,9/1/2013 10:15,Temporary Transbay Terminal (Howard at Beale),55,9/1/2013 19:23,Embarcadero at Vallejo,48,572,Customer,94118
7530,495,9/1/2013 10:14,Powell at Post (Union Square),71,9/1/2013 10:23,Harry Bridges Plaza (Ferry Building),50,600,Subscriber,94109
7531,709,9/1/2013 10:15,Embarcadero at Sansome,60,9/1/2013 10:27,Davis at Jackson,42,416,Customer,94109
7533,477,9/1/2013 10:17,Powell Street BART,39,9/1/2013 10:25,Market at 10th,67,610,Customer,1135
7535,465,9/1/2013 10:18,Powell Street BART,39,9/1/2013 10:25,Market at 10th,67,586,Customer,1135
7536,553,9/1/2013 10:18,Embarcadero at Sansome,60,9/1/2013 10:27,Davis at Jackson,42,599,Customer,94109
7538,1346,9/1/2013 10:20,2nd at Folsom,62,9/1/2013 10:42,Embarcadero at Sansome,60,433,Customer,92037
7541,517,9/1/2013 10:21,Mountain View Caltrain Station,28,9/1/2013 10:30,Mountain View Caltrain Station,28,153,Subscriber,94043
7546,996,9/1/2013 10:27,San Francisco Caltrain 2 (330 Townsend),69,9/1/2013 10:43,Civic Center BART (7th at Market),72,486,Subscriber,94107
7548,1648,9/1/2013 10:28,5th at Howard,57,9/1/2013 10:55,5th at Howard,57,542,Customer,95003
7549,2115,9/1/2013 10:31,Embarcadero at Sansome,60,9/1/2013 11:06,Embarcadero at Sansome,60,511,Customer,94111
7550,29301,9/1/2013 10:31,Powell Street BART,39,9/1/2013 18:40,Market at 4th,76,592,Customer,
7551,29351,9/1/2013 10:32,Powell Street BART,39,9/1/2013 18:41,Market at 4th,76,553,Customer,
7552,542,9/1/2013 10:32,Market at 4th,76,9/1/2013 10:41,Beale at Market,56,617,Customer,8545
7553,19559,9/1/2013 10:33,Market at 4th,76,9/1/2013 15:59,5th at Howard,57,472,Customer,8545
7554,1596,9/1/2013 10:34,5th at Howard,57,9/1/2013 11:01,Post at Kearney,47,523,Customer,95472
7555,966,9/1/2013 10:36,Commercial at Montgomery,45,9/1/2013 10:52,San Francisco Caltrain 2 (330 Townsend),69,529,Subscriber,94117
7556,942,9/1/2013 10:36,Commercial at Montgomery,45,9/1/2013 10:52,San Francisco Caltrain 2 (330 Townsend),69,557,Subscriber,94117
7557,12926,9/1/2013 10:38,Powell at Post (Union Square),71,9/1/2013 14:13,Powell at Post (Union Square),71,493,Customer,
7558,1357,9/1/2013 10:38,5th at Howard,57,9/1/2013 11:00,Post at Kearney,47,494,Customer,95465
7559,12922,9/1/2013 10:38,Powell at Post (Union Square),71,9/1/2013 14:13,Powell at Post (Union Square),71,612,Customer,
7560,2619,9/1/2013 10:41,St James Park,13,9/1/2013 11:24,San Pedro Square,6,146,Customer,95112
7561,1031,9/1/2013 10:42,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 10:59,San Francisco City Hall,58,499,Customer,94105
7562,1012,9/1/2013 10:42,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 10:59,San Francisco City Hall,58,383,Customer,94105
7563,1330,9/1/2013 10:43,Embarcadero at Sansome,60,9/1/2013 11:05,Market at Sansome,77,433,Customer,92037
7565,936,9/1/2013 10:44,Spear at Folsom,49,9/1/2013 10:59,San Francisco Caltrain (Townsend at 4th),70,411,Customer,94105
7566,912,9/1/2013 10:44,Spear at Folsom,49,9/1/2013 10:59,San Francisco Caltrain (Townsend at 4th),70,468,Customer,94105
7569,21715,9/1/2013 10:47,San Francisco Caltrain 2 (330 Townsend),69,9/1/2013 16:49,San Francisco Caltrain 2 (330 Townsend),69,520,Customer,48082
7571,7580,9/1/2013 10:48,Townsend at 7th,65,9/1/2013 12:54,Townsend at 7th,65,474,Customer,94110
7573,1616,9/1/2013 10:48,Embarcadero at Bryant,54,9/1/2013 11:15,Embarcadero at Bryant,54,631,Customer,94133
7574,319,9/1/2013 10:49,Franklin at Maple,21,9/1/2013 10:54,Redwood City Caltrain Station,22,239,Subscriber,94063
7575,4895,9/1/2013 10:49,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:10,Market at Sansome,77,600,Customer,94043
7576,4890,9/1/2013 10:49,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:11,Market at Sansome,77,632,Customer,94043
7578,308,9/1/2013 10:50,South Van Ness at Market,66,9/1/2013 10:55,Civic Center BART (7th at Market),72,528,Subscriber,94103
7579,25421,9/1/2013 10:50,South Van Ness at Market,66,9/1/2013 17:54,Civic Center BART (7th at Market),72,501,Subscriber,94103
7581,7436,9/1/2013 10:50,Townsend at 7th,65,9/1/2013 12:54,Townsend at 7th,65,312,Customer,94110
7584,907,9/1/2013 10:53,Spear at Folsom,49,9/1/2013 11:08,Embarcadero at Sansome,60,399,Subscriber,94105
7585,1095,9/1/2013 10:53,Spear at Folsom,49,9/1/2013 11:12,Embarcadero at Sansome,60,558,Subscriber,94105
7586,313,9/1/2013 10:55,Davis at Jackson,42,9/1/2013 11:00,Embarcadero at Sansome,60,461,Subscriber,94111
7587,1402,9/1/2013 10:56,Beale at Market,56,9/1/2013 11:19,Embarcadero at Sansome,60,617,Customer,96717
7588,1342,9/1/2013 10:56,Beale at Market,56,9/1/2013 11:18,Embarcadero at Sansome,60,459,Customer,96717
7589,2281,9/1/2013 10:57,Grant Avenue at Columbus Avenue,73,9/1/2013 11:35,Embarcadero at Vallejo,48,357,Customer,85295
7590,2276,9/1/2013 10:57,Grant Avenue at Columbus Avenue,73,9/1/2013 11:35,Embarcadero at Vallejo,48,408,Customer,85295
7591,951,9/1/2013 10:59,Clay at Battery,41,9/1/2013 11:15,Embarcadero at Bryant,54,583,Customer,29910
7593,304,9/1/2013 11:02,Market at 10th,67,9/1/2013 11:07,Powell Street BART,39,586,Subscriber,94117
7594,299,9/1/2013 11:02,Market at 10th,67,9/1/2013 11:07,Powell Street BART,39,610,Subscriber,94117
7595,1869,9/1/2013 11:03,Post at Kearney,47,9/1/2013 11:34,2nd at Townsend,61,523,Customer,95472
7596,1654,9/1/2013 11:03,Embarcadero at Bryant,54,9/1/2013 11:30,Harry Bridges Plaza (Ferry Building),50,628,Customer,
7597,1823,9/1/2013 11:03,Post at Kearney,47,9/1/2013 11:33,2nd at Townsend,61,494,Customer,95465
7602,153,9/1/2013 11:06,Market at Sansome,77,9/1/2013 11:08,Howard at 2nd,63,433,Customer,92037
7604,1721,9/1/2013 11:07,Embarcadero at Sansome,60,9/1/2013 11:36,2nd at Townsend,61,277,Customer,94619
7606,971,9/1/2013 11:07,Post at Kearney,47,9/1/2013 11:24,Grant Avenue at Columbus Avenue,73,524,Customer,91304
7608,421,9/1/2013 11:09,Market at 10th,67,9/1/2013 11:16,Powell Street BART,39,490,Customer,1135
7609,421,9/1/2013 11:09,Market at 10th,67,9/1/2013 11:16,Powell Street BART,39,507,Customer,1135
7610,845,9/1/2013 11:11,Mountain View City Hall,27,9/1/2013 11:25,Rengstorff Avenue / California Street,33,138,Customer,95051
7611,1512,9/1/2013 11:11,Embarcadero at Sansome,60,9/1/2013 11:36,2nd at Townsend,61,461,Customer,92109
7613,450,9/1/2013 11:13,Post at Kearney,47,9/1/2013 11:20,Grant Avenue at Columbus Avenue,73,598,Customer,
7614,4885,9/1/2013 11:13,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:35,Washington at Kearney,46,338,Customer,94709
7615,1319,9/1/2013 11:14,Embarcadero at Sansome,60,9/1/2013 11:36,2nd at Townsend,61,558,Customer,94024
7616,342,9/1/2013 11:14,Powell Street BART,39,9/1/2013 11:20,Civic Center BART (7th at Market),72,586,Customer,94109
7619,1267,9/1/2013 11:16,Harry Bridges Plaza (Ferry Building),50,9/1/2013 11:37,Embarcadero at Sansome,60,334,Customer,
7620,131,9/1/2013 11:17,Beale at Market,56,9/1/2013 11:19,Steuart at Market,74,506,Customer,11358
7621,1201,9/1/2013 11:17,Embarcadero at Bryant,54,9/1/2013 11:37,Harry Bridges Plaza (Ferry Building),50,583,Customer,29910
7622,4252,9/1/2013 11:18,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:29,Washington at Kearney,46,441,Customer,
7624,13782,9/1/2013 11:23,Civic Center BART (7th at Market),72,9/1/2013 15:13,Embarcadero at Vallejo,48,321,Customer,95018
7625,13760,9/1/2013 11:23,Civic Center BART (7th at Market),72,9/1/2013 15:13,Embarcadero at Vallejo,48,586,Customer,95018
7626,1291,9/1/2013 11:23,Powell Street BART,39,9/1/2013 11:45,Embarcadero at Folsom,51,278,Customer,94121
7628,451,9/1/2013 11:26,2nd at Folsom,62,9/1/2013 11:33,Market at Sansome,77,516,Customer,92037
7629,1113,9/1/2013 11:27,Powell Street BART,39,9/1/2013 11:45,Embarcadero at Folsom,51,395,Customer,94121
7630,13129,9/1/2013 11:28,5th at Howard,57,9/1/2013 15:06,5th at Howard,57,512,Customer,
7633,1289,9/1/2013 11:30,San Salvador at 1st,8,9/1/2013 11:51,Arena Green / SAP Center,14,76,Customer,95113
7634,2169,9/1/2013 11:30,Grant Avenue at Columbus Avenue,73,9/1/2013 12:06,Embarcadero at Sansome,60,598,Customer,16801
7635,2129,9/1/2013 11:30,Grant Avenue at Columbus Avenue,73,9/1/2013 12:06,Embarcadero at Sansome,60,314,Customer,16801
7636,1374,9/1/2013 11:30,Grant Avenue at Columbus Avenue,73,9/1/2013 11:53,Civic Center BART (7th at Market),72,283,Customer,11215
7637,1341,9/1/2013 11:31,Grant Avenue at Columbus Avenue,73,9/1/2013 11:53,Civic Center BART (7th at Market),72,521,Customer,11215
7638,288,9/1/2013 11:31,South Van Ness at Market,66,9/1/2013 11:36,Civic Center BART (7th at Market),72,279,Subscriber,94117
7639,14949,9/1/2013 11:31,Yerba Buena Center of the Arts (3rd @ Howard),68,9/1/2013 15:41,Howard at 2nd,63,555,Customer,94107
7641,1106,9/1/2013 11:33,San Salvador at 1st,8,9/1/2013 11:51,Arena Green / SAP Center,14,89,Customer,95113
7642,754,9/1/2013 11:34,Embarcadero at Sansome,60,9/1/2013 11:46,Harry Bridges Plaza (Ferry Building),50,459,Customer,90210
7643,773,9/1/2013 11:34,Townsend at 7th,65,9/1/2013 11:47,Spear at Folsom,49,382,Customer,94107
7644,1189,9/1/2013 11:36,Market at Sansome,77,9/1/2013 11:55,Market at Sansome,77,550,Customer,92037
7645,17317,9/1/2013 11:37,Mechanics Plaza (Market at Battery),75,9/1/2013 16:26,Mechanics Plaza (Market at Battery),75,487,Customer,
7646,2232,9/1/2013 11:36,Grant Avenue at Columbus Avenue,73,9/1/2013 12:14,Embarcadero at Sansome,60,585,Customer,60657
7647,17294,9/1/2013 11:37,Mechanics Plaza (Market at Battery),75,9/1/2013 16:25,Mechanics Plaza (Market at Battery),75,412,Customer,
7648,8830,9/1/2013 11:38,Harry Bridges Plaza (Ferry Building),50,9/1/2013 14:05,Harry Bridges Plaza (Ferry Building),50,435,Customer,94114
7649,2395,9/1/2013 11:39,Grant Avenue at Columbus Avenue,73,9/1/2013 12:19,Embarcadero at Sansome,60,514,Customer,60657
7650,1550,9/1/2013 11:41,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:07,Embarcadero at Sansome,60,583,Customer,29910
7651,2034,9/1/2013 11:41,Howard at 2nd,63,9/1/2013 12:15,Market at Sansome,77,539,Customer,53217
7652,2034,9/1/2013 11:42,Howard at 2nd,63,9/1/2013 12:15,Market at Sansome,77,621,Customer,53217
7653,650,9/1/2013 11:45,2nd at Townsend,61,9/1/2013 11:56,Townsend at 7th,65,523,Customer,95472
7654,575,9/1/2013 11:45,2nd at Townsend,61,9/1/2013 11:55,Townsend at 7th,65,494,Customer,95465
7655,23197,9/1/2013 11:46,Powell at Post (Union Square),71,9/1/2013 18:12,Powell at Post (Union Square),71,386,Customer,
7657,914,9/1/2013 11:48,Embarcadero at Folsom,51,9/1/2013 12:03,Embarcadero at Sansome,60,278,Customer,94121
7658,8144,9/1/2013 11:48,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 14:04,Grant Avenue at Columbus Avenue,73,414,Customer,94303
7659,897,9/1/2013 11:49,Embarcadero at Folsom,51,9/1/2013 12:04,Embarcadero at Sansome,60,395,Customer,94121
7660,9638,9/1/2013 11:50,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 14:30,Harry Bridges Plaza (Ferry Building),50,430,Subscriber,94043
7662,491,9/1/2013 11:50,San Pedro Square,6,9/1/2013 11:59,St James Park,13,40,Customer,95112
7663,2193,9/1/2013 11:51,Embarcadero at Sansome,60,9/1/2013 12:27,Washington at Kearney,46,334,Customer,
7664,607,9/1/2013 11:52,South Van Ness at Market,66,9/1/2013 12:02,Market at 4th,76,267,Subscriber,94607
7665,600,9/1/2013 11:52,South Van Ness at Market,66,9/1/2013 12:02,Market at 4th,76,537,Subscriber,94114
7666,1391,9/1/2013 11:52,Arena Green / SAP Center,14,9/1/2013 12:15,Arena Green / SAP Center,14,89,Customer,95113
7667,1383,9/1/2013 11:52,Arena Green / SAP Center,14,9/1/2013 12:15,Arena Green / SAP Center,14,76,Customer,95113
7668,192,9/1/2013 11:53,South Van Ness at Market,66,9/1/2013 11:56,South Van Ness at Market,66,635,Customer,94131
7669,1239,9/1/2013 11:52,Commercial at Montgomery,45,9/1/2013 12:13,Powell at Post (Union Square),71,591,Customer,90025
7672,1611,9/1/2013 11:54,Steuart at Market,74,9/1/2013 12:21,South Van Ness at Market,66,421,Customer,94952
7673,764,9/1/2013 11:55,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 12:07,2nd at South Park,64,323,Customer,94107
7674,1588,9/1/2013 11:55,Steuart at Market,74,9/1/2013 12:21,South Van Ness at Market,66,484,Customer,94952
7675,341,9/1/2013 11:54,Howard at 2nd,63,9/1/2013 12:00,Commercial at Montgomery,45,637,Customer,94111
7676,774,9/1/2013 11:55,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 12:08,2nd at South Park,64,318,Customer,94107
7677,517,9/1/2013 11:55,Civic Center BART (7th at Market),72,9/1/2013 12:04,Powell at Post (Union Square),71,521,Subscriber,94117
7679,1765,9/1/2013 11:56,Powell at Post (Union Square),71,9/1/2013 12:25,Yerba Buena Center of the Arts (3rd @ Howard),68,379,Customer,94109
7680,1447,9/1/2013 11:56,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:20,Embarcadero at Sansome,60,459,Customer,11530
7681,1287,9/1/2013 11:56,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:18,Embarcadero at Sansome,60,628,Customer,11530
7682,710,9/1/2013 11:57,South Van Ness at Market,66,9/1/2013 12:08,Market at 4th,76,503,Customer,94131
7683,640,9/1/2013 11:57,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 12:07,2nd at South Park,64,352,Customer,94107
7684,702,9/1/2013 11:57,South Van Ness at Market,66,9/1/2013 12:09,Market at 4th,76,593,Customer,94131
7685,627,9/1/2013 11:57,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 12:07,2nd at South Park,64,331,Customer,94107
7686,23462,9/1/2013 11:58,Steuart at Market,74,9/1/2013 18:29,Market at 4th,76,467,Customer,33157
7687,1293,9/1/2013 11:58,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:19,Embarcadero at Sansome,60,567,Customer,
7688,2628,9/1/2013 11:59,San Jose Diridon Caltrain Station,2,9/1/2013 12:43,San Pedro Square,6,245,Customer,94127
7689,525,9/1/2013 12:00,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:09,Embarcadero at Sansome,60,464,Customer,11358
7690,293,9/1/2013 12:00,Embarcadero at Vallejo,48,9/1/2013 12:05,Harry Bridges Plaza (Ferry Building),50,580,Customer,85295
7691,282,9/1/2013 12:00,Embarcadero at Vallejo,48,9/1/2013 12:05,Harry Bridges Plaza (Ferry Building),50,268,Customer,85295
7692,25092,9/1/2013 12:00,Grant Avenue at Columbus Avenue,73,9/1/2013 18:59,Grant Avenue at Columbus Avenue,73,524,Customer,94133
7693,2682,9/1/2013 12:03,Civic Center BART (7th at Market),72,9/1/2013 12:47,Market at Sansome,77,279,Customer,1940
7694,4177,9/1/2013 12:03,Powell at Post (Union Square),71,9/1/2013 13:12,Powell at Post (Union Square),71,616,Customer,98403
7697,236,9/1/2013 12:04,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:08,Spear at Folsom,49,545,Customer,
7698,1420,9/1/2013 12:04,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 12:28,Powell Street BART,39,468,Customer,94086
7700,1364,9/1/2013 12:05,San Francisco Caltrain (Townsend at 4th),70,9/1/2013 12:28,Powell Street BART,39,393,Customer,94086
7702,2108,9/1/2013 12:05,San Francisco Caltrain 2 (330 Townsend),69,9/1/2013 12:40,Embarcadero at Sansome,60,276,Customer,94105
7704,6704,9/1/2013 12:07,Market at Sansome,77,9/1/2013 13:59,Market at Sansome,77,536,Customer,94105
7707,1192,9/1/2013 12:08,Mechanics Plaza (Market at Battery),75,9/1/2013 12:28,Embarcadero at Sansome,60,625,Subscriber,94110
7709,6693,9/1/2013 12:08,Market at Sansome,77,9/1/2013 14:00,Market at Sansome,77,510,Customer,94105
7710,2116,9/1/2013 12:07,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:42,Harry Bridges Plaza (Ferry Building),50,285,Subscriber,94109
7711,1944,9/1/2013 12:07,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:40,Harry Bridges Plaza (Ferry Building),50,415,Subscriber,94109
7712,1408,9/1/2013 12:10,San Antonio Caltrain Station,29,9/1/2013 12:34,Rengstorff Avenue / California Street,33,157,Subscriber,94040
7713,1418,9/1/2013 12:10,Harry Bridges Plaza (Ferry Building),50,9/1/2013 12:34,Embarcadero at Vallejo,48,320,Customer,91745
7714,1057,9/1/2013 12:10,Townsend at 7th,65,9/1/2013 12:28,San Francisco City Hall,58,523,Customer,95472
7715,1049,9/1/2013 12:10,Townsend at 7th,65,9/1/2013 12:28,San Francisco City Hall,58,494,Customer,95465
7716,4954,9/1/2013 12:12,San Francisco City Hall,58,9/1/2013 13:34,Powell Street BART,39,519,Customer,94109
